Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,0
,,,,,0.0,7.0,,,,,,4124.0,,,,,,,,0.0,0.0,,,0.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.160009,,,,,,,,45.0,,,,,,,3.0,234,693.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,3150.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,1494.0,-8.0,,,,,,0.0,0.0,0.0,,,,,,965.0,,,0.0,9.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,ByQdnLRlFnny2k4AJzG,,CiJDdr4TQ0rGERIS,1K8T,0WHw,fhk21Ss,glRBFJT8NN,bqDxQ_0,,G7MT,9_Y1,KubS,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,DM_V,L84s,_5OXC8MSLt,,zxFNJU2,,kZJMFCG,RqEs,UYBR,,4UxGlow,oslk,catzS2D,,,ELof,Qcbd,ZI9m,NoEd,am7c,,-1
16.0,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,21.0,,,,,,0.0,,,0.0,,,0.0,,,,3.9252300000000004,0.0,,,,0.0,12.0,,,20.0,,,,,,,4,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,,6.0,,,-3908548.0,,,0.0,,,,,0.0,,,,,-20.0,,,0.0,,0.0,,,,,172800.0,0.0,,,,,0.0,,,,,,,,,,,,2073600.0,,35.0,,,,,,,,,,,,364.88,,,,,,,,,,,,3024000.0,,,,,,0.0,0.0,,342.0,,,M5vt0Gdc_a,RO12,,taul,1K8T,4fje,SY4EQZQ,NW71gM15FR,,,9xzW,9_Y1,cyKH,VpdQ,,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,,,eGzu,kZJDcoz,t3be,cJvF,FzaX,vU6NT4W,oslk,Oh06Kfh,LM8l689qOp,,,me1d,RAYp,F2FyR07IdsN7I,,,-1
,,,,,2198.0,7.0,,,,,,1116.0,,,,,,,,248.0,310.0,,6.0,112.0,,,243.6,,,,,,,0.0,,,94692.0,,,,,,0.0,,,,,,,,,,,,,2.724418,,,,,,,,9.0,,,,,,,,62,119.0,,2051808.0,,0.0,,,45055.5,,20.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,88.0,141722.0,,,,,,1280.0,,,,48.0,,11808.0,,,,,,,0.0,1855615.0,1014720.0,,,,,,155.0,,,0.0,9.0,,,,,410816.0,,,,6049880.0,,,,,,,42.0,,,1331988.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,330.0,,,9rAq9at_88,RO12,,taul,1K8T,4fje,WkH7nZN,S85klZI_wB,yP09M03,,hcvQ,9_Y1,KfYH,09_Q,IYzP,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,,5zARyjR,,y5FDdKv,y8W_,cJvF,FzaX,scZ0Q3K,oslk,zmvzrB7,jySVZNlOJy,,,me1d,RAYp,F2FyR07IdsN7I,am7c,,-1
,,,,,952.0,7.0,,,,,,0.0,,,,,,,,148.0,185.0,,6.0,56.0,,,253.52,,,,,,,0.0,,,3679980.0,,,,,,0.0,,,,,,,,,,,,,3.038026,,,,,,,,9.0,,,,,,,,50,0.0,,2094328.0,,0.0,,,194360.1,,10.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,32.0,138461.2,,,,,,645.0,,,,48.0,,24867.0,26.0,,,,,,0.0,3732150.0,957844.0,,,,,,155.0,,,0.0,0.0,,,,,1278109.0,,,,9669120.0,,,,,,,28.0,,,950436.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,288.0,,,HrWq9aXt5a,RO12,,taul,1K8T,TyGl,1uc3PRP,4Gf9gGDeQrNGCNea,G6OM7tf,,Lfzd,9_Y1,6TCl,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,YFGUb_E,,mAjbk_S,chSW,cJvF,FzaX,0vi6w_1,oslk,Dp9ED8N,LM8l689qOp,,ELof,uWr3,RAYp,F2FyR07IdsN7I,mj86,,-1
,,,,,644.0,7.0,,,,,,1048.0,,,,,,,,108.0,135.0,,4.0,80.0,,,166.56,,,,,,,0.0,,,420.0,,,,,,0.0,,,,,,,,,,,,,4.59859,,,,,,,,9.0,,,,,,,3.0,84,35.0,,491152.0,,0.0,,,4278.36,,0.0,,2.0,,,,,,,,,45240.0,,,,,,,,,,,,,,,16.0,,,56.0,34561.56,,,,,,380.0,,,,6.0,,3267.0,36.0,,,,,,0.0,46050.0,22932.0,,,,,,3830.0,,,0.0,9.0,,,,,8344.0,,,,329540.0,,,,,,,16.0,,,1470.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,52Iq9ayE15,AERks4l,,taul,1K8T,OTVu,PHNvXy8,_jTP8ioIlJ,3VuldRI,,UyUR,9_Y1,vm5R,VpdQ,6JmL,NKv3VA1BpP,kIsH,,uKAI,L84s,NjlyLMM,,0tcNAJ3,,teAsDf5,UaoG,cJvF,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,,ELof,7P5s,6fzt,xwM2aC7IdeMC0,mj86,,-1
,,,,,1127.0,7.0,,,,,,300.0,,,,,,,,264.0,330.0,,0.0,24.0,,,273.6,,,,,,,30.0,,,1512372.0,,,,,,0.0,,,,,,,,,,,,,4.908353,,,,,,,,9.0,,,,,,,3.0,36,0.0,,4539192.0,,0.0,,,140331.9,,15.0,,8.0,,,,,,,,,294237.0,,,,,,,,,,,,,,,64.0,,,160.0,85063.2,,,,,,680.0,,,,36.0,,477.0,10.0,,,,,,48.0,6479400.0,270748.0,,,,,,350.0,,,0.0,9.0,,,,,0.0,,,,9828520.0,,,,,,,60.0,,,87618.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,mzKvyx8zhV,RO12,,taul,1K8T,0Xwj,qlhCyQp,q2tfFQq,,,Wsjg,HLqf,MBhA,VpdQ,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,,,NGZXfGp,5LcI,cJvF,FzaX,mTPRCiV,oslk,fi1YV0N,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1239.0,7.0,,,,,,36.0,,,,,,,,432.0,540.0,,6.0,184.0,,,87.52,,,,,,,0.0,,,1072356.0,,,,,,0.0,,,,,,,,,,,,,2.8216189999999997,,,,,,,,9.0,,,,,,,3.0,140,0.0,,3909840.0,,3.0,,,42111.0,,20.0,,2.0,,,,,,,,,984.0,,,,,,,,,,,,,,,120.0,,,136.0,-607888.0,,,,,,1030.0,,,,114.0,,35226.0,-28.0,,,,,,8.0,2553915.0,275152.0,,,,,,255.0,,,0.0,27.0,,,,,646422.0,,,,5712920.0,,,,,,,88.0,,,181500.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,GcUBcmz45j,AERks4l,SEuy,taul,1K8T,D68y,fhk21Ss,P9HTde2,qPpyLSE,smXZ,lv_k,9_Y1,WGOH,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,r9p8LPU,,IoIrqBY,fMnJ,UYBR,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,xG3x,Qcbd,ZI9m,ib5G6X1eUxUn6,oJmt,,-1
,,,,,210.0,7.0,,,,,,1924.0,,,,,,,,8.0,10.0,,4.0,0.0,,,33.44,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,501.44,,,,,,6.863063,,,,,,,,9.0,,,,,,,3.0,150,42.0,,30088.0,,0.0,,,4367.46,,0.0,,0.0,,,,,,,,,13917.0,,,,,,,,,,,,,,,16.0,,,16.0,-1818808.0,,,,,,70.0,,,,0.0,,17334.0,-18.0,,,,,,0.0,0.0,0.0,,,,,,2055.0,,,0.0,9.0,,,,,26327.0,,,,15044.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,234.0,,,0vimfo8zhV,2Knk1KF,,taul,1K8T,LloI,fhk21Ss,VFlefbgZb2VDpkoH,nDz2hQc,,j8Iu,9_Y1,wGwL,09_Q,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,Ie_5MZs,,4ULmWp9,,CWNY2py,7B3g,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,wX53,ZI9m,Zy3gnGM,am7c,,-1
,,,,,13664.0,28.0,,,,,,900.0,,,,,,,,764.0,955.0,,4.0,936.0,,,166.56,,,,,,,0.0,,,2174376.0,,,,,,9.0,,,,,,,,,,,,,6.243323999999999,,,,,,,,45.0,,,,,,,3.0,192,14.0,,4147200.0,,3.0,,,19994.52,,5.0,,0.0,,,,,,,,,1170.0,,,,,,,,,,,,,,,32.0,,,48.0,-108558.4,,,,,,2520.0,,,,30.0,,21357.0,,,,,,,32.0,5111100.0,802164.0,,,,,,125.0,,,6.0,27.0,,,,,1209600.0,,,,9562000.0,,,,,,,124.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,py5gUH7ejg,g62hiBSaKg,,taul,1K8T,0Xwj,fhk21Ss,53Z2ykYktm2JR,IpiAnX8,,Cfk6,HLqf,m_h1,,haYg,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,L84s,QsQAxv5,,f793jj5,,KqjecMy,umR1,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,jySVZNlOJy,,ELof,WqMG,ZI9m,ib5G6X1eUxUn6,am7c,,-1
,,,,,1603.0,14.0,,,,,,8232.0,,,,,,,,68.0,85.0,,2.0,16.0,,,285.44,,,,,,,0.0,,,31566.0,,,,,,0.0,,,,,,,6293.92,,,,,,4.324289,,,,,,,,27.0,,,,,,,6.0,190,777.0,,15824.0,,18.0,,,5809.53,,0.0,,0.0,,,,,,,,,8820.0,,,,,,,,,,,,,,,8.0,,,24.0,-613288.0,,,,,,1200.0,,,,18.0,,58221.0,4.0,,,,,,56.0,393985.0,81582.0,,,,,,240.0,,,0.0,27.0,,,,,10073.0,,,,507308.0,,,,,,,18.0,,,0.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,396.0,,,TfiBcmzkzH,2Knk1KF,SEuy,taul,1K8T,TyGl,fhk21Ss,tvCvLMA,ikfNcmf,smXZ,uwwf,9_Y1,yrDU,09_Q,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,_5OXC8MSLt,,lLI8sgE,,LxWMK5e,ykzL,UYBR,AU8_WTd,4UxGlow,oslk,catzS2D,jySVZNlOJy,,kG3k,Qcbd,ZI9m,iyHGyLCEkQ,mj86,,-1
,,,,,1568.0,7.0,,,,,,540.0,,,,,,,,136.0,170.0,,4.0,16.0,,,256.56,,,,,,,0.0,,,5849832.0,,,,,,0.0,,,,,,,,,,,,,2.415296,,,,,,,,9.0,,,,,,,,42,49.0,,1147768.0,,0.0,,,121514.7,,10.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,16.0,140082.0,,,,,,525.0,,,,72.0,,13599.0,18.0,,,,,,0.0,4968090.0,188498.0,,,,,,110.0,,,0.0,9.0,,,,,1108842.0,,,,10754920.0,,,,,,,24.0,,,1900872.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,eOQt0GoOh3,RO12,,taul,1K8T,7gSz,b8EvARv,II0S8f9,,,1LKa,9_Y1,rGJy,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,yEF8,UYBR,,Q_huhvP,oslk,QqIaRTx,,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,889.0,7.0,,,,,,1856.0,,,,,,,,156.0,195.0,,0.0,72.0,,,357.04,,,,,,,10.0,,,7307760.0,,,,,,0.0,,,,,,,,,,,,,2.4486220000000003,,,,,,,,9.0,,,,,,,,132,42.0,,137744.0,,0.0,,,167200.2,,25.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,8.0,245027.2,,,,,,605.0,,,,90.0,,2889.0,,,,,,,16.0,594140.0,1199796.0,,,,,,910.0,,,0.0,18.0,,,,,0.0,,,,10580480.0,,,,,,,12.0,,,1555200.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qXhrEy7VR2,2Knk1KF,SEuy,taul,1K8T,Cnh8,ezgR5DT,EXpWEXgaYWQf4,UaBk96e,smXZ,ui3n,9_Y1,X8zP,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,fwazF28,,11p4mKe,mij0,UYBR,FzaX,O308iqZ,oslk,eyvTy9x,LM8l689qOp,,kG3k,Aoh3,RAYp,55YFVY9,am7c,,-1
,,,,,1568.0,7.0,,,,,,384.0,,,,,,,,384.0,480.0,,16.0,136.0,,,166.56,,,,,,,0.0,,,129246.0,,,,,,0.0,,,,,,,,,,,,,5.551805,,,,,,,,9.0,,,,,,,3.0,30,7.0,,1467536.0,,0.0,,,16188.72,,5.0,,8.0,,,,,,,,,744.0,,,,,,,,,,,,,,,104.0,,,192.0,5618.0,,,,,,1330.0,,,,60.0,,594.0,4.0,,,,,,0.0,1775530.0,191154.0,,,,,,280.0,,,0.0,0.0,,,,,376341.0,,,,2694500.0,,,,,,,80.0,,,61518.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,222.0,,,crIt0Go8Lb,e6CkoqApVR,,taul,1K8T,lK27,9GJGgoz,C0UHhjM,,,X9xa,9_Y1,YePk,09_Q,IYzP,Kxdu,kIsH,,uKAI,L84s,FMSzZ91zL2,,,,TDc1wjU,b2m6,cJvF,FzaX,Tvpip6Z,zCkv,hHJsvbM,LM8l689qOp,,,Qu4f,6fzt,F2FcTt7IdMT_v,,,-1
,,,,,896.0,7.0,,,,,,1340.0,,,,,,,,152.0,190.0,,0.0,0.0,,,220.08,,,,,,,0.0,,,2832342.0,,,,,,0.0,,,,,,,,,,,,,5.7118139999999995,,,,,,,,18.0,,,,,,,3.0,112,77.0,,4228712.0,,0.0,,,194734.2,,20.0,,6.0,,,,,,,,,182151.0,,,,,,,,,,,,,,,32.0,,,56.0,132300.4,,,,,,555.0,,,,36.0,,9648.0,-30.0,,,,,,0.0,6097800.0,0.0,,,,,,460.0,,,0.0,45.0,,,,,0.0,,,,9974160.0,,,,,,,36.0,,,84300.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,uGLq9ayE15,2Knk1KF,SEuy,taul,1K8T,PJLW,c7x9WtT,jgyr5WV,yD6DzqS,smXZ,7v3W,9_Y1,vm5R,VpdQ,haYg,5iay,kIsH,,uKAI,L84s,Ie_5MZs,,79GQ3tH,,teAWiNP,xZDP,cJvF,FzaX,iVsiwtx,zCkv,FRz7PDj,LM8l689qOp,,xG3x,7P5s,6fzt,Zy3gnGM,mj86,,-1
,,,,,910.0,7.0,,,,,,3040.0,,,,,,,,0.0,0.0,,,0.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.29844,,,,,,,,9.0,,,,,,,3.0,50,287.0,,0.0,,0.0,,,83622.0,,0.0,,0.0,,,,,,,,,1344.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,95.0,,,,0.0,,130644.0,4.0,,,,,,0.0,0.0,0.0,,,,,,25.0,,,0.0,9.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,302Oj1KVEH,RO12,SEuy,taul,1K8T,lK27,60saF5r,k10MzgT,pP5X19z,smXZ,weGb,9_Y1,vYXv,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,1mbyhO5,,kq0n8Bj,PBLD,UYBR,FzaX,nJQfR8o,oslk,4lYAgOW,LM8l689qOp,,kG3k,kwS7,RAYp,F2FyR07IdsN7I,,,1
,,,,,2541.0,28.0,,,,,,332.0,,,,,,,,372.0,465.0,,8.0,96.0,,,166.56,,,,,,,0.0,,,551994.0,,,,,,0.0,,,,,,,,,,,,,1.6782740000000003,,,,,,,,45.0,,,,,,,12.0,108,35.0,,98280.0,,0.0,,,11188.62,,75.0,,2.0,,,,,,,,,29256.0,,,,,,,,,,,,,,,56.0,,,56.0,-1258236.0,,,,,,1660.0,,,,246.0,,53469.0,-24.0,,,,,,0.0,162310.0,107078.0,,,,,,3710.0,,,0.0,18.0,,,,,81221.0,,,,989952.0,,,,,,,34.0,,,123552.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,366.0,,,AUUt0GoOh3,2Knk1KF,,taul,1K8T,lK27,rsmctTK,v1vsqQ2,,,aFB2,9_Y1,t_4G,VpdQ,hAFG,me75fM6ugJ,kIsH,,uKAI,Mtgm,XfqtO3UdzaXh_,,,,11p4mKe,AAAn,cJvF,FzaX,Kgofc8E,oslk,S46Rt72,LM8l689qOp,,,Qu4f,RAYp,55YFVY9,,,-1
,,,,,357.0,0.0,,,,,,0.0,,,,,,,,164.0,205.0,,2.0,16.0,,,186.64,,,,,,,0.0,,,6741060.0,,,,,,0.0,,,,,,,,,,,,,4.685751,,,,,,,,9.0,,,,,,,3.0,26,0.0,,2809808.0,,0.0,,,198567.9,,25.0,,0.0,,,,,,,,,12.0,,,,,,,,,,,,,,,32.0,,,72.0,-28975.72,,,,,,530.0,,,,90.0,,0.0,4.0,,,,,,0.0,3760810.0,90278.0,,,,,,0.0,,,0.0,9.0,,,,,604800.0,,,,10416160.0,,,,,,,20.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,9hRmfo875g,RO12,,taul,1K8T,AKN1,ZpqstTK,Gai9lEF2Fr,,,ifco,9_Y1,wGwL,VpdQ,43pnToF,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,RIou,cJvF,FzaX,hNj5oz7,d0EEeJi,flKMyAJ,LM8l689qOp,,,wX53,nIGXDli,F2FyR07IdsN7I,,,-1
,,,,,2415.0,7.0,,,,,,796.0,,,,,,,,276.0,345.0,,20.0,144.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.1298868,,,,,,,,18.0,,,,,,,,94,14.0,,399832.0,,0.0,,,25459.83,,5.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,176.0,-121792.0,,,,,,900.0,,,,0.0,,48384.0,,,,,,,8.0,181575.0,55190.0,,,,,,40.0,,,0.0,18.0,,,,,257915.0,,,,765264.0,,,,,,,28.0,,,433332.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,oBXq9ayfAo,RO12,,taul,1K8T,JLbT,iJzviRg,1zf9EeC,V7Bq8iW,,8XmX,9_Y1,F_Lu,sJzTlal,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,MZEbgcr,,NGZE639,ukSB,cJvF,FzaX,ch2oGfM,zCkv,P6pu4Vl,LM8l689qOp,,ELof,TNEC,ZI9m,R4y5gQQWY8OodqDV,,,-1
,,,0.0,,,,,,,,,,,,,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,6377958.0,,,,,,,,,,,,,,,,,,,,4.289682,,,,,,,,,,,,,,,,8,,,,,,,,,3.0,,,,,,25.0,,,,,,,,,,,0.0,,9.0,4357.62,,,,87153.0,,,,,,,-409792.0,,,,0.0,,,,,,,3664880.0,,4.0,24.0,35.0,,,,,,,374.64,,,0.0,,,,,,,30.0,,,,,0.0,,12.0,,,5.0,,,0.0,,,0.0,,,3.0,0.0,,,,,,2413881.0,,,8.0,,,,,5.0,,,8046240.0,,,,,,,,,r__I,DQlrEyXXnK,RO12,,taul,1K8T,vsvk,82yYpsJ,MXlhT5l,,,xaUA,9_Y1,VwCR,VpdQ,,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,RnxU,cJvF,FzaX,BxfKtiL,d0EEeJi,yVBQEDL,LM8l689qOp,,,Aoh3,02N6s8f,F2FyR07IdsN7I,,,-1
,,,,,1869.0,7.0,,,,,,312.0,,,,,,,,200.0,250.0,,2.0,96.0,,,166.56,,,,,,,0.0,,,26028.0,,,,,,0.0,,,,,,,,,,,,,0.5817133000000001,,,,,,,,9.0,,,,,,,3.0,166,0.0,,1978864.0,,0.0,,,12815.19,,5.0,,4.0,,,,,,,,,41181.0,,,,,,,,,,,,,,,24.0,,,64.0,-194483.2,,,,,,945.0,,,,24.0,,2601.0,4.0,,,,,,0.0,3531015.0,419672.0,,,,,,690.0,,,0.0,27.0,,,,,362761.0,,,,4808480.0,,,,,,,46.0,,,198300.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,YddTmBtueT,2Knk1KF,SEuy,taul,1K8T,JLbT,fqeOwLG,Hz673939hSRjL,wAxm6iH,smXZ,wI6G,9_Y1,47ra,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,MeOIHRG3F9,,bvn1LSr,,_Jd8MkS,e8bk,cJvF,FzaX,fxJmel6,zCkv,WfsWw2A,LM8l689qOp,,kG3k,rgKb,ZI9m,iyHGyLCEkQ,mj86,,-1
,,,,,1071.0,0.0,,,,,,0.0,,,,,,,,152.0,190.0,,6.0,136.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.02606281,,,,,,,,9.0,,,,,,,3.0,26,0.0,,179656.0,,0.0,,,11818.32,,5.0,,20.0,,,,,,,,,115434.0,,,,,,,,,,,,,,,56.0,,,40.0,-474160.0,,,,,,790.0,,,,0.0,,0.0,4.0,,,,,,0.0,162250.0,137686.0,,,,,,0.0,,,0.0,0.0,,,,,204232.0,,,,863776.0,,,,,,,10.0,,,486408.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,BSxr4R4FLE,RO12,,taul,1K8T,ChAX,KweCreM,y2LIM01bE1,,,9e6m,9_Y1,TFSW,09_Q,IYzP,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,,,,mAja5EA,JFNW,cJvF,FzaX,UvLOVQC,oslk,nuwzgmc,LM8l689qOp,,,Xa3G,RAYp,F2FyR07IdsN7I,,,1
,,,,,427.0,7.0,,,,,,84.0,,,,,,,,196.0,245.0,,10.0,80.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.428541,,,,,,,,9.0,,,,,,,3.0,80,28.0,,221104.0,,0.0,,,3954.6,,0.0,,4.0,,,,,,,,,72834.0,,,,,,,,,,,,,,,56.0,,,112.0,-29717.28,,,,,,495.0,,,,0.0,,53208.0,32.0,,,,,,0.0,133690.0,17532.0,,,,,,1595.0,,,0.0,0.0,,,,,115822.0,,,,263824.0,,,,,,,46.0,,,16884.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qXh9tYsdof,RO12,SEuy,taul,1K8T,WkTj,3d67Duj,J3fgbi2,3WjdJm0,smXZ,5HKi,9_Y1,YULl,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,3XS4lfS,,mAjbk_S,gKAz,UYBR,AU8pNoi,6b1YH7D,oslk,tEkRt2K,LM8l689qOp,,kG3k,FSa2,RAYp,F2FyR07IdsN7I,am7c,,-1
,,,,,147.0,0.0,,,,,,0.0,,,,,,,,216.0,270.0,,2.0,104.0,,,242.88,,,,,,,0.0,,,1522524.0,,,,,,0.0,,,,,,,,,,,,,4.292244999999999,,,,,,,,9.0,,,,,,,3.0,16,0.0,,4914952.0,,0.0,,,88857.91,,15.0,,2.0,,,,,,,,,1536252.0,,,,,,,,,,,,,,,32.0,,,24.0,269206.4,,,,,,500.0,,,,66.0,,0.0,4.0,,,,,,0.0,1190095.0,1441446.0,,,,,,0.0,,,0.0,9.0,,,,,4233600.0,,,,9255080.0,,,,,,,46.0,,,365262.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,6m0t0G8rTN,RO12,,taul,1K8T,2Ix5,ZtMq7Fq,ZkibjLN5VwJ2V,,,A6xB,9_Y1,k13i,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,g2AX,UYBR,FzaX,lbrVHK6,oslk,_sz_44J,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,1
,,,,,2142.0,14.0,,,,,,148.0,,,,,,,,628.0,785.0,,4.0,216.0,,,289.2,,,,,,,0.0,,,1928562.0,,,,,,0.0,,,,,,,,,,,,,5.1864989999999995,,,,,,,,18.0,,,,,,,6.0,34,0.0,,2549992.0,,0.0,,,79645.8,,100.0,,24.0,,,,,,,,,8154.0,,,,,,,,,,,,,,,80.0,,,208.0,121285.6,,,,,,1345.0,,,,186.0,,6579.0,,,,,,,8.0,6547900.0,551010.0,,,,,,260.0,,,0.0,9.0,,,,,257789.0,,,,10618200.0,,,,,,,82.0,,,566292.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,360.0,,,voArjIXt5a,e6CkoqApVR,,taul,1K8T,0Xwj,0Vr7wZ4,k10MzgT,,,oyu5,HLqf,WIr3,VpdQ,zm5i,Kxdu,sBgB,,uKAI,L84s,FMSzZ91zL2,,,,mAjdzWk,40qx,cJvF,FzaX,XbZitea,zCkv,DHPNgqU,LM8l689qOp,,,5Acm,6fzt,F2FcTt7IdMT_v,,,-1
